기준년도,시군명,지역교육청명,지역명,학교명,학교급명,설립구분명,주야간명,제외여부,제외사유,1학년학급수(개),2학년학급수(개),3학년학급수(개),4학년학급수(개),5학년학급수(개),6학년학급수(개),특수학급수(개),순회학급수(개),합계사항
2018,안산시,경기도안산교육지원청,경기도 안산시 상록구,성안중학교,,공립,주간,N,,7,9,10,,,,2,0,28(2)
2018,안산시,경기도안산교육지원청,경기도 안산시 상록구,성포중학교,,공립,주간,N,,7,9,9,,,,2,1,28(3)
2018,안산시,경기도교육청,경기도 안산시 단원구,양지고등학교,,공립,주간,N,,12,14,14,,,,1,1,42(2)
2018,안산시,경기도교육청,경기도 안산시 상록구,부곡고등학교,,공립,주간,N,,12,12,12,,,,3,0,39(3)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,신길중학교,,공립,주간,N,,8,8,9,,,,1,0,26(1)
2018,안산시,경기도안산교육지원청,경기도 안산시 상록구,이호중학교,,공립,주간,N,,9,10,10,,,,2,0,31(2)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,송호중학교,,공립,주간,N,,7,8,9,,,,1,0,25(1)
2018,안산시,경기도안산교육지원청,경기도 안산시 상록구,시곡중학교,,공립,주간,N,,10,10,11,,,,2,1,34(3)
2018,안산시,경기도안산교육지원청,경기도 안산시 상록구,안산부곡중학교,,공립,주간,N,,6,7,7,,,,2,0,22(2)
2018,안산시,경기도안산교육지원청,경기도 안산시 상록구,안산중학교,,사립,주간,N,,3,3,3,,,,0,0,9(0)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,양지중학교,,공립,주간,N,,11,11,11,,,,0,0,33(0)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,와동중학교,,공립,주간,N,,5,6,7,,,,2,0,20(2)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,원곡중학교,,공립,주간,N,,6,7,7,,,,1,1,22(2)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,원일중학교,,공립,주간,N,,7,9,8,,,,3,0,27(3)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,중앙중학교,,공립,주간,N,,9,11,11,,,,1,0,32(1)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,단원중학교,,공립,주간,N,,7,9,9,,,,3,0,28(3)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,석수중학교,,공립,주간,N,,6,7,7,,,,2,0,22(2)
2018,안산시,경기도안산교육지원청,경기도 안산시 상록구,안산성호중학교,,공립,주간,N,,9,9,10,,,,1,1,30(2)
2018,안산시,경기도안산교육지원청,경기도 안산시 상록구,안산해양중학교,,공립,주간,N,,7,7,7,,,,0,0,21(0)
2018,안산시,경기도교육청,경기도 안산시 단원구,원곡고등학교,,공립,주간,N,,14,16,14,,,,3,0,47(3)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,안산호원초등학교,,공립,,N,,6,7,6,6,7,7,1,0,40(1)
2018,안산시,경기도교육청,경기도 안산시 단원구,초지고등학교,,공립,주간,N,,12,14,16,,,,3,0,45(3)
2018,안산시,경기도안산교육지원청,경기도 안산시 상록구,경수초등학교,,공립,,N,,2,2,2,2,3,2,0,0,13(0)
2018,안산시,경기도안산교육지원청,경기도 안산시 상록구,경일초등학교,,공립,,N,,3,3,3,3,4,3,1,0,20(1)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,고잔초등학교,,공립,,N,,4,5,3,5,5,4,2,0,28(2)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,관산초등학교,,공립,,N,,4,4,4,4,4,4,2,2,28(4)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,능길초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,대남초등학교,,공립,,N,,1,1,1,1,1,1,1,4,11(5)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,대남초등학교풍도분교장,,공립,,N,,0,0,0,0,0,1,0,0,1(0)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,대동초등학교,,공립,,N,,1,1,1,1,1,1,0,0,6(0)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,대부초등학교,,공립,,N,,1,1,1,1,1,1,0,0,6(0)
2018,안산시,경기도안산교육지원청,경기도 안산시 상록구,안산청석초등학교,,공립,,N,,3,3,3,3,4,4,0,0,20(0)
2018,안산시,경기도안산교육지원청,경기도 안산시 상록구,팔곡초등학교,,공립,,N,,2,1,1,2,2,1,0,0,9(0)
2018,안산시,경기도안산교육지원청,경기도 안산시 상록구,안산창촌초등학교,,공립,,N,,3,3,3,4,3,2,0,0,18(0)
2018,안산시,경기도안산교육지원청,경기도 안산시 상록구,석호초등학교,,공립,,N,,5,6,5,6,5,5,2,0,34(2)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,선부초등학교,,공립,,N,,6,6,5,6,6,5,2,0,36(2)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,선일초등학교,,공립,,N,,3,3,4,3,3,3,2,0,21(2)
2018,안산시,경기도안산교육지원청,경기도 안산시 상록구,성포초등학교,,공립,,N,,4,4,3,3,4,4,1,0,23(1)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,송호초등학교,,공립,,N,,5,5,5,5,6,4,2,1,33(3)
2018,안산시,경기도안산교육지원청,경기도 안산시 단원구,슬기초등학교,,공립,,N,,4,4,4,4,4,4,0,1,25(1)
2018,안산시,경기도교육청,경기도 안산시 상록구,광덕고등학교,,공립,주간,N,,11,12,12,,,,2,0,37(2)
2018,안산시,경기도교육청,경기도 안산시 상록구,성포고등학교,,공립,주간,N,,12,13,13,,,,3,0,41(3)
2018,안산시,경기도교육청,경기도 안산시 상록구,경기모바일과학고등학교,,공립,주간,N,,10,10,10,,,,0,0,30(0)
2018,안산시,경기도교육청,경기도 안산시 단원구,단원고등학교,,공립,주간,N,,11,12,12,,,,3,2,40(5)
2018,안산시,경기도교육청,경기도 안산시 단원구,대부고등학교,,공립,주간,N,,2,2,2,,,,1,4,11(5)
2018,안산시,경기도교육청,경기도 안산시 상록구,송호고등학교,,공립,주간,N,,14,16,16,,,,3,0,49(3)
2018,안산시,경기도교육청,경기도 안산시 단원구,경안고등학교,,사립,주간,N,,14,16,15,,,,0,0,45(0)
2018,안산시,경기도교육청,경기도 안산시 단원구,경일관광경영고등학교,,사립,주간,N,,12,12,13,,,,0,0,37(0)
2018,안산시,경기도교육청,경기도 안산시 단원구,고잔고등학교,,공립,주간,N,,12,14,15,,,,3,0,44(3)
2018,안산시,경기도교육청,경기도 안산시 단원구,한국디지털미디어고등학교,,사립,주간,N,,6,6,6,,,,0,0,18(0)
2018,안산시,경기도교육청,경기도 안산시 단원구,안산강서고등학교,,사립,주간,N,,13,14,15,,,,0,0,42(0)
2018,안산시,경기도교육청,경기도 안산시 상록구,안산국제비즈니스고등학교,,사립,주간,N,,12,12,12,,,,0,0,36(0)
2018,안산시,경기도교육청,경기도 안산시 상록구,안산고등학교,,사립,주간,N,,12,13,13,,,,0,0,38(0)
2018,안산시,경기도교육청,경기도 안산시 상록구,안산공업고등학교,,사립,주간,N,,15,15,15,,,,0,0,45(0)
2018,안산시,경기도교육청,경기도 안산시 상록구,안산동산고등학교,,사립,주간,N,,12,12,12,,,,0,0,36(0)
2018,안산시,경기도교육청,경기도 안산시 상록구,안산디자인문화고등학교,,사립,주간,N,,13,13,13,,,,0,0,39(0)
2018,안성시,경기도안성교육지원청,경기도 안성시,비룡초등학교,,공립,,N,,7,7,8,7,9,7,1,0,46(1)
2018,안성시,경기도교육청,경기도 안성시,일죽고등학교,,공립,주간,N,,2,2,2,,,,0,0,6(0)
2018,안성시,경기도안성교육지원청,경기도 안성시,삼죽초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,서삼초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,어울초등학교,,공립,,N,,4,3,2,2,2,1,1,0,15(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,안성초등학교,,공립,,N,,5,5,5,6,5,6,0,2,34(2)
2018,안성시,경기도안성교육지원청,경기도 안성시,양성초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,양진초등학교,,공립,,N,,6,7,6,6,7,7,1,1,41(2)
2018,안성시,경기도안성교육지원청,경기도 안성시,용머리초등학교,,공립,,N,,5,5,4,5,5,4,2,0,30(2)
2018,안성시,경기도안성교육지원청,경기도 안성시,원곡초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,일죽초등학교,,공립,,N,,2,1,2,2,2,1,1,0,11(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,안성중학교,,공립,주간,N,,5,6,6,,,,2,0,19(2)
2018,안성시,경기도안성교육지원청,경기도 안성시,안청중학교,,사립,주간,N,,5,5,5,,,,0,0,15(0)
2018,안성시,경기도안성교육지원청,경기도 안성시,양성중학교,,공립,주간,N,,1,1,1,,,,1,1,5(2)
2018,안성시,경기도안성교육지원청,경기도 안성시,일죽중학교,,공립,주간,N,,1,1,1,,,,1,0,4(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,죽산중학교,,공립,주간,N,,1,2,1,,,,1,0,5(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,비룡중학교,,공립,주간,N,,5,6,7,,,,3,0,21(3)
2018,안성시,경기도교육청,경기도 안성시,안성여자고등학교,,공립,주간,N,,6,6,6,,,,3,1,22(4)
2018,안성시,경기도교육청,경기도 안성시,가온고등학교,,사립,주간,N,,10,10,10,,,,0,0,30(0)
2018,안성시,경기도교육청,경기도 안성시,안법고등학교,,사립,주간,N,,8,8,8,,,,0,0,24(0)
2018,안성시,경기도교육청,경기도 안성시,안성고등학교,,공립,주간,N,,7,7,7,,,,3,1,25(4)
2018,안성시,경기도교육청,경기도 안성시,두원공업고등학교,,사립,주간,N,,8,8,8,,,,0,0,24(0)
2018,안성시,경기도안성교육지원청,경기도 안성시,한겨레중학교,,사립,주간,N,,1,1,2,,,,0,0,4(0)
2018,안성시,경기도교육청,경기도 안성시,경기창조고등학교,,공립,주간,N,,10,10,10,,,,0,0,30(0)
2018,안성시,경기도교육청,경기도 안성시,한겨레고등학교,,사립,주간,N,,2,2,2,,,,0,0,6(0)
2018,안성시,경기도안성교육지원청,경기도 안성시,보개초등학교가율분교장,,공립,,N,,0,0,0,0,0,0,2,0,2(2)
2018,안성시,경기도안성교육지원청,경기도 안성시,개산초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,개정초등학교,,공립,,N,,1,1,1,1,1,1,0,0,6(0)
2018,안성시,경기도안성교육지원청,경기도 안성시,고삼초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,공도초등학교,,공립,,N,,7,7,6,7,6,6,2,0,41(2)
2018,안성시,경기도안성교육지원청,경기도 안성시,광덕초등학교,,공립,,N,,2,1,1,1,1,1,1,0,8(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,광선초등학교,,공립,,N,,1,1,1,1,1,1,0,0,6(0)
2018,안성시,경기도안성교육지원청,경기도 안성시,금광초등학교,,공립,,N,,2,2,2,2,2,2,2,0,14(2)
2018,안성시,경기도안성교육지원청,경기도 안성시,금광초등학교조령분교장,,공립,,N,,0,0,0,0,0,1,0,0,1(0)
2018,안성시,경기도안성교육지원청,경기도 안성시,내혜홀초등학교,,공립,,N,,5,5,5,5,6,5,2,0,33(2)
2018,안성시,경기도안성교육지원청,경기도 안성시,대덕초등학교,,공립,,N,,1,1,2,2,2,2,1,0,11(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,동신초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,마전초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,명덕초등학교,,공립,,N,,1,1,2,1,1,1,0,0,7(0)
2018,안성시,경기도안성교육지원청,경기도 안성시,문기초등학교,,공립,,N,,4,4,3,4,3,2,1,0,21(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,미곡초등학교,,공립,,N,,1,1,1,1,1,1,0,0,6(0)
2018,안성시,경기도안성교육지원청,경기도 안성시,미양초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,방초초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,백성초등학교,,공립,,N,,3,3,3,3,3,2,1,0,18(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,보개초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,양진중학교,,공립,주간,N,,5,6,6,,,,1,0,18(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,만정중학교,,공립,주간,N,,8,8,8,,,,1,0,25(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,공도중학교,,공립,주간,N,,8,8,8,,,,2,0,26(2)
2018,안성시,경기도안성교육지원청,경기도 안성시,명륜여자중학교,,사립,주간,N,,5,5,5,,,,0,0,15(0)
2018,안성시,경기도안성교육지원청,경기도 안성시,서운중학교,,공립,주간,N,,1,2,2,,,,1,0,6(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,안성여자중학교,,공립,주간,N,,5,5,6,,,,2,0,18(2)
2018,안성시,경기도안성교육지원청,경기도 안성시,보체초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,죽산초등학교,,공립,,N,,1,1,2,2,1,2,1,0,10(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,죽화초등학교,,공립,,N,,1,1,1,1,1,1,0,0,6(0)
2018,안성시,경기도안성교육지원청,경기도 안성시,현매초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,서운초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,만정초등학교,,공립,,N,,7,8,8,8,9,9,2,0,51(2)
2018,안성시,경기도교육청,경기도 안성시,죽산고등학교,,공립,주간,N,,4,4,4,,,,1,0,13(1)
2018,안성시,경기도안성교육지원청,경기도 안성시,산평초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2018,안양시,경기도교육청,경기도 안양시 동안구,동안고등학교,,공립,주간,N,,13,13,15,,,,1,0,42(1)
2018,안양시,경기도교육청,경기도 안양시 만안구,양명여자고등학교,,사립,주간,N,,13,13,14,,,,0,0,40(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,비산중학교,,공립,주간,N,,6,9,9,,,,2,0,26(2)
2018,안양시,경기도교육청,경기도 안양시 만안구,신성고등학교,,사립,주간,N,,12,13,13,,,,0,0,38(0)
2018,안양시,경기도교육청,경기도 안양시 만안구,성문고등학교,,사립,주간,N,,11,11,12,,,,0,0,34(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,호성중학교,,공립,주간,N,,7,6,7,,,,1,1,22(2)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,부림중학교,,공립,주간,N,,9,11,11,,,,0,0,31(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,인덕원중학교,,공립,주간,N,,4,4,6,,,,1,0,15(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,관양중학교,,공립,주간,N,,6,5,6,,,,2,0,19(2)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,귀인중학교,,공립,주간,N,,11,11,13,,,,0,0,35(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,근명중학교,,사립,주간,N,,6,7,9,,,,0,0,22(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,대안여자중학교,,공립,주간,N,,7,6,6,,,,0,0,19(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,대안중학교,,공립,주간,N,,7,6,7,,,,0,0,20(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,범계중학교,,공립,주간,N,,9,9,9,,,,3,0,30(3)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,임곡중학교,,공립,주간,N,,6,8,8,,,,1,0,23(1)
2018,안양시,경기도교육청,경기도 안양시 만안구,안양고등학교,,공립,주간,N,,12,12,14,,,,1,0,39(1)
2018,안양시,경기도교육청,경기도 안양시 만안구,안양공업고등학교,,공립,주간,N,,15,15,15,,,,3,0,48(3)
2018,안양시,경기도교육청,경기도 안양시 만안구,안양여자고등학교,,사립,주간,N,,8,8,8,,,,0,0,24(0)
2018,안양시,경기도교육청,경기도 안양시 만안구,안양여자상업고등학교,,사립,주간,N,,9,9,9,,,,0,0,27(0)
2018,안양시,경기도교육청,경기도 안양시 만안구,안양예술고등학교,,사립,주간,N,,7,8,8,,,,0,0,23(0)
2018,안양시,경기도교육청,경기도 안양시 만안구,안양외국어고등학교,,사립,주간,N,,10,10,10,,,,0,0,30(0)
2018,안양시,경기도교육청,경기도 안양시 만안구,양명고등학교,,사립,주간,N,,13,13,14,,,,0,0,40(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,안양중학교,,공립,주간,N,,4,5,11,,,,2,0,22(2)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,연현중학교,,공립,주간,N,,9,10,11,,,,3,0,33(3)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,해오름초등학교,,공립,,N,,7,7,5,5,4,4,2,0,34(2)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,안양중앙초등학교,,공립,,N,,4,3,4,4,4,3,1,0,23(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,안양초등학교,,공립,,N,,5,5,5,6,6,7,1,0,35(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,안일초등학교,,공립,,N,,4,4,4,4,4,4,0,0,24(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,연현초등학교,,공립,,N,,4,5,4,5,4,5,0,0,27(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,평촌중학교,,공립,주간,N,,13,13,15,,,,0,0,41(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,호계중학교,,공립,주간,N,,5,6,7,,,,1,0,19(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,인덕원초등학교,,공립,,N,,3,2,2,3,3,3,2,0,18(2)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,평촌초등학교,,공립,,N,,6,7,6,6,8,9,0,0,42(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,호계초등학교,,공립,,N,,3,4,4,4,5,4,2,0,26(2)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,호성초등학교,,공립,,N,,6,7,7,7,7,6,1,0,41(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,호원초등학교,,공립,,N,,3,2,2,2,3,3,1,0,16(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,희성초등학교,,공립,,N,,3,3,3,3,3,3,0,0,18(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,신성중학교,,사립,주간,N,,8,8,11,,,,0,0,27(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,신안중학교,,공립,주간,N,,4,4,5,,,,0,0,13(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,안양부흥중학교,,공립,주간,N,,12,11,14,,,,2,0,39(2)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,안양서중학교,,공립,주간,N,,3,3,3,,,,2,0,11(2)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,안양여자중학교,,사립,주간,N,,5,5,6,,,,0,0,16(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,안양호암초등학교,,공립,,N,,1,2,2,1,2,1,2,0,11(2)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,나눔초등학교,,공립,,N,,3,3,3,3,3,3,0,0,18(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,관양초등학교,,공립,,N,,5,5,4,5,5,5,1,0,30(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,귀인초등학교,,공립,,N,,8,9,9,9,10,10,0,0,55(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,달안초등학교,,공립,,N,,2,2,2,2,2,2,1,0,13(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,덕천초등학교,,공립,,N,,7,6,4,5,4,4,1,0,31(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,동안초등학교,,공립,,N,,4,4,3,4,4,4,0,0,23(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,만안초등학교,,공립,,N,,4,4,4,5,5,4,1,1,28(2)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,명학초등학교,,공립,,N,,3,3,3,3,4,3,1,0,20(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,민백초등학교,,공립,,N,,4,4,5,5,5,5,1,0,29(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,박달초등학교,,공립,,N,,6,7,5,6,6,5,1,0,36(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,벌말초등학교,,공립,,N,,7,6,6,6,7,6,1,0,39(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,범계초등학교,,공립,,N,,4,5,5,5,6,7,1,0,33(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,부림초등학교,,공립,,N,,6,5,5,5,5,5,1,0,32(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,비산초등학교,,공립,,N,,4,4,4,5,5,4,1,0,27(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,삼봉초등학교,,공립,,N,,4,5,4,5,5,5,2,0,30(2)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,삼성초등학교,,공립,,N,,7,6,6,7,7,6,2,0,41(2)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,석수초등학교,,공립,,N,,5,5,5,5,5,5,1,0,31(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,신안초등학교,,공립,,N,,5,4,4,4,4,4,1,0,26(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,안양관악초등학교,,공립,,N,,3,2,2,3,3,3,2,0,18(2)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,안양남초등학교,,공립,,N,,4,3,4,3,5,4,1,0,24(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,안양덕현초등학교,,공립,,N,,2,2,2,2,2,2,1,0,13(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,안양동초등학교,,공립,,N,,4,4,4,4,4,4,1,0,25(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,안양부안초등학교,,공립,,N,,5,4,4,5,5,6,0,0,29(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,안양부흥초등학교,,공립,,N,,6,7,6,7,7,7,1,0,41(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,안양서초등학교,,공립,,N,,4,5,4,5,5,5,2,0,30(2)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,안양신기초등학교,,공립,,N,,5,4,4,4,5,4,1,0,27(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,안양양지초등학교,,공립,,N,,3,2,2,2,3,3,1,0,16(1)
2018,안양시,경기도교육청,경기도 안양시 동안구,경기글로벌통상고등학교,,공립,주간,N,,11,15,15,,,,3,0,44(3)
2018,안양시,경기도교육청,경기도 안양시 동안구,관양고등학교,,공립,주간,N,,12,12,13,,,,1,0,38(1)
2018,안양시,경기도교육청,경기도 안양시 동안구,평촌고등학교,,공립,주간,N,,13,13,15,,,,3,0,44(3)
2018,안양시,경기도교육청,경기도 안양시 동안구,평촌공업고등학교,,공립,주간,N,,12,12,12,,,,2,1,39(3)
2018,안양시,경기도교육청,경기도 안양시 동안구,평촌경영고등학교,,공립,주간,N,,13,13,13,,,,3,0,42(3)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,박달중학교,,공립,주간,N,,7,8,0,,,,1,0,16(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,샘모루초등학교,,공립,,N,,6,6,6,6,5,5,1,0,35(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,화창초등학교,,공립,,N,,4,3,3,3,4,4,0,0,21(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,부안중학교,,공립,주간,N,,5,6,5,,,,1,0,17(1)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 만안구,성문중학교,,사립,주간,N,,3,3,3,,,,0,0,9(0)
2018,안양시,경기도안양과천교육지원청,경기도 안양시 동안구,신기중학교,,공립,주간,N,,5,6,6,,,,1,0,18(1)
2018,안양시,경기도교육청,경기도 안양시 동안구,백영고등학교,,사립,주간,N,,12,12,13,,,,0,0,37(0)
2018,안양시,경기도교육청,경기도 안양시 동안구,부흥고등학교,,공립,주간,N,,13,13,15,,,,2,0,43(2)
2018,안양시,경기도교육청,경기도 안양시 만안구,충훈고등학교,,공립,주간,N,,11,12,12,,,,2,0,37(2)
2018,안양시,경기도교육청,경기도 안양시 동안구,인덕원고등학교,,공립,주간,N,,11,12,12,,,,1,0,36(1)
2018,안양시,경기도교육청,경기도 안양시 만안구,근명여자정보고등학교,,사립,주간,N,,10,10,10,,,,0,0,30(0)
2018,양주시,경기도동두천양주교육지원청,경기도 양주시,가납초등학교,,공립,,N,,3,3,3,3,3,3,2,0,20(2)
2018,양주시,경기도동두천양주교육지원청,경기도 양주시,삼상초등학교,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2018,양주시,경기도동두천양주교육지원청,경기도 양주시,남면초등학교,,공립,,N,,2,2,1,2,1,1,1,0,10(1)
2018,양주시,경기도동두천양주교육지원청,경기도 양주시,남면초등학교양덕분교장,,공립,,N,,1,1,1,1,1,1,1,0,7(1)
2018,양주시,경기도동두천양주교육지원청,경기도 양주시,덕도초등학교,,공립,,N,,1,1,1,1,1,1,0,0,6(0)
2018,양주시,경기도동두천양주교육지원청,경기도 양주시,덕정초등학교,,공립,,N,,3,2,3,2,3,2,0,1,16(1)
2018,양주시,경기도동두천양주교육지원청,경기도 양주시,옥정중학교,,공립,주간,N,,7,5,4,,,,0,0,16(0)
2018,양주시,경기도동두천양주교육지원청,경기도 양주시,남문중학교,,사립,주간,N,,2,2,3,,,,1,0,8(1)
2018,양주시,경기도동두천양주교육지원청,경기도 양주시,덕계중학교,,공립,주간,N,,4,5,6,,,,2,0,17(2)
2018,양주시,경기도동두천양주교육지원청,경기도 양주시,덕정중학교,,공립,주간,N,,5,6,6,,,,1,0,18(1)
2018,양주시,경기도동두천양주교육지원청,경기도 양주시,양주백석중학교,,공립,주간,N,,7,9,7,,,,2,0,25(2)
2018,양주시,경기도교육청,경기도 양주시,양주백석고등학교,,공립,주간,N,,9,9,9,,,,2,0,29(2)
2018,양주시,경기도교육청,경기도 양주시,덕계고등학교,,공립,주간,N,,8,8,8,,,,2,0,26(2)
